Name,Score,Review,Link,Addr
크래버대게나라 노원점,4.2,218,https://place.map.kakao.com/1028261118,"
서울 노원구 한글비석로 326 1층
(지번) 중계동 369-9
"
돈까스먹는용만이,3.6,122,https://place.map.kakao.com/12460195,"
서울 노원구 한글비석로20길 52
(지번) 중계동 140-42
"
호접몽,3.6,37,https://place.map.kakao.com/8177898,"
서울 노원구 중계로18길 9
(지번) 중계동 366-15
"
중계고기파티,4.0,127,https://place.map.kakao.com/282482500,"
서울 노원구 중계로12길 6 1층
(지번) 중계동 58-8
"
이종구낙지세상,4.4,23,https://place.map.kakao.com/26895444,"
서울 노원구 중계로 90 우암타운 1층
(지번) 중계동 27
"
하나샤브샤브,3.4,46,https://place.map.kakao.com/187151325,"
서울 노원구 동일로203가길 29 브라운스톤상가 101호
(지번) 중계동 506
"
속초붉은대게 중계점,3.5,21,https://place.map.kakao.com/1701868494,"
서울 노원구 중계동 589

"
칠성해물통짬뽕,4.4,22,https://place.map.kakao.com/27496127,"
서울 노원구 덕릉로83길 5 2층
(지번) 중계동 606
"
봉평메밀막국수 상계본점,3.9,14,https://place.map.kakao.com/9054096,"
서울 노원구 한글비석로20길 61
(지번) 중계동 141-16
"
화로상회 상계역점,2.2,53,https://place.map.kakao.com/1461918151,"
서울 노원구 한글비석로 384 대호프라자 113~120호
(지번) 중계동 591
"
영스넥,4.1,8,https://place.map.kakao.com/17079040,"
서울 노원구 한글비석로 245 두타빌 A동 지하1층 109호
(지번) 중계동 360-9
"
봉심이족발,4.0,67,https://place.map.kakao.com/7908636,"
서울 노원구 덕릉로83길 20-5
(지번) 중계동 154-17
"
노브랜드버거 중계공원점,3.7,49,https://place.map.kakao.com/243743514,"
서울 노원구 동일로204가길 34
(지번) 중계동 509-1
"
온달왕돈까스 상계점,3.4,16,https://place.map.kakao.com/10625264,"
서울 노원구 한글비석로20길 10
(지번) 중계동 154-32
"
거북이삼겹살,5.0,57,https://place.map.kakao.com/1578482811,"
서울 노원구 덕릉로 721 정진아트리움 107,108호
(지번) 중계동 137-39
"
스타벅스 은행사거리점,3.2,3,https://place.map.kakao.com/10538293,"
서울 노원구 중계로 217 중흥빌딩 103,203호
(지번) 중계동 360-6
"
애슐리퀸즈 2001중계점,1.8,49,https://place.map.kakao.com/8459531,"
서울 노원구 동일로204가길 46 8층
(지번) 중계동 509
"
천우가,4.4,18,https://place.map.kakao.com/1431583989,"
서울 노원구 덕릉로 688 6층
(지번) 중계동 160-3
"
아리엔스시,4.3,18,https://place.map.kakao.com/18510014,"
서울 노원구 중계로 225 청구종합상가동 1층 143호
(지번) 중계동 360-2
"
맥도날드 중계점,2.5,2,https://place.map.kakao.com/7860478,"
서울 노원구 중계로 218
(지번) 중계동 359-14
"
카페브람스,2.1,11,https://place.map.kakao.com/1176215888,"
서울 노원구 중계로8길 48
(지번) 중계동 43-15
"
사이코우스시,1.1,15,https://place.map.kakao.com/24811983,"
서울 노원구 덕릉로73길 18
(지번) 중계동 423-40
"
KFC 중계은행사거리점,2.3,2,https://place.map.kakao.com/27584428,"
서울 노원구 한글비석로 227
(지번) 중계동 360-14
"
일식어원,4.0,16,https://place.map.kakao.com/8492822,"
서울 노원구 한글비석로 254
(지번) 중계동 364-22
"
요남자 중계점,4.4,11,https://place.map.kakao.com/25936383,"
서울 노원구 중계로16길 30 1층
(지번) 중계동 94-4
"
라트커피,5.0,29,https://place.map.kakao.com/743923214,"
서울 노원구 한글비석로 245 두타빌상가 B동 1층 124호
(지번) 중계동 360-9
"
청계천8가삼성곱창,5.0,6,https://place.map.kakao.com/27496466,"
서울 노원구 중계로14길 29
(지번) 중계동 84-36
"
뚝배기바지락칼국수,4.8,6,https://place.map.kakao.com/11884233,"
서울 노원구 중계로 158
(지번) 중계동 81
"
최고집칼국수 중계점,3.1,1,https://place.map.kakao.com/10841140,"
서울 노원구 한글비석로 325
(지번) 중계동 358-6
"
은사즉석떡볶이,5.0,5,https://place.map.kakao.com/1026702659,"
서울 노원구 한글비석로 264 그랜드프라자 2층
(지번) 중계동 366-6
"
미스터회전초밥,0.0,0,https://place.map.kakao.com/333754774,"
서울 노원구 한글비석로 264
(지번) 중계동 366-6
"
타요키즈카페 서울중계점,2.0,8,https://place.map.kakao.com/26352452,"
서울 노원구 덕릉로 669 5층
(지번) 중계동 434-1
"
투썸플레이스 중계은행사거리점,2.3,4,https://place.map.kakao.com/14683999,"
서울 노원구 한글비석로 242 삼부플라자 1층
(지번) 중계동 364-19
"
송화강식당,3.9,14,https://place.map.kakao.com/17588226,"
서울 노원구 한글비석로20길 14
(지번) 중계동 154-31
"
마리채 상계점,3.5,3,https://place.map.kakao.com/21237096,"
서울 노원구 덕릉로83길 9-8
(지번) 중계동 154-43
"
갈비1번지,4.0,15,https://place.map.kakao.com/1676142968,"
서울 노원구 한글비석로 366 신일아파트 1층 101,102호
(지번) 중계동 589
"
플루토,2.3,13,https://place.map.kakao.com/14632086,"
서울 노원구 동일로 1308 정안프라자 지하1층
(지번) 중계동 515-2
"
양평해장국 중계점,4.5,6,https://place.map.kakao.com/71777233,"
서울 노원구 동일로203가길 29 브라운스톤 167~169호
(지번) 중계동 506
"
시골순대 상계점,5.0,7,https://place.map.kakao.com/16589600,"
서울 노원구 한글비석로20길 57
(지번) 중계동 141-18
"
매머드커피 상계역점,3.8,3,https://place.map.kakao.com/1885490296,"
서울 노원구 한글비석로 384 대호상가 1층 125-1호
(지번) 중계동 591
"
리차이나,3.2,13,https://place.map.kakao.com/26547607,"
서울 노원구 동일로203가길 29 브라운스톤 279호
(지번) 중계동 506
"
나우키친 중계점,4.3,61,https://place.map.kakao.com/24406896,"
서울 노원구 한글비석로 254
(지번) 중계동 364-22
"
군자대한곱창 중계점,5.0,35,https://place.map.kakao.com/1822344286,"
서울 노원구 중계로 201 오성프라자 1층
(지번) 중계동 364-24
"
홍연집 상계역점,2.2,25,https://place.map.kakao.com/27478815,"
서울 노원구 덕릉로83길 19-5
(지번) 중계동 154-38
"
이층소정육식당 상계역점,2.5,47,https://place.map.kakao.com/258630503,"
서울 노원구 한글비석로 369 2층
(지번) 중계동 157-33
"
커피빈 중계동은행사거리점,2.3,4,https://place.map.kakao.com/26624130,"
서울 노원구 한글비석로 263 성모빌딩 1층
(지번) 중계동 359-11
"
포레스트담,2.0,6,https://place.map.kakao.com/22510150,"
서울 노원구 중계로 218
(지번) 중계동 359-14
"
도미노피자 중계점,1.8,5,https://place.map.kakao.com/7832343,"
서울 노원구 한글비석로8길 29 중계주공6단지 상가 102호
(지번) 중계동 364-14
"
스시락,3.6,6,https://place.map.kakao.com/20099642,"
서울 노원구 한글비석로 269
(지번) 중계동 359-9
"
중계수산,3.5,7,https://place.map.kakao.com/1099388561,"
서울 노원구 덕릉로 686
(지번) 중계동 158-4
"
봄날카페,5.0,3,https://place.map.kakao.com/964891721,"
서울 노원구 중계로18길 13
(지번) 중계동 366-14
"
싹쓰리솥뚜껑김치삼겹살 중계점,4.0,9,https://place.map.kakao.com/1691544625,"
서울 노원구 중계로 129
(지번) 중계동 311-22
"
버거톤 중계점,3.0,5,https://place.map.kakao.com/27596619,"
서울 노원구 섬밭로 258 건영백화점 1층
(지번) 중계동 506-1
"
족발야시장 상계역점,4.2,117,https://place.map.kakao.com/2147100552,"
서울 노원구 한글비석로22길 40 1층
(지번) 중계동 141-6
"
인상적,4.2,27,https://place.map.kakao.com/1673662721,"
서울 노원구 덕릉로83길 20-7 지하1층
(지번) 중계동 154-19
"
소문난 감자탕뼈해장국,3.2,9,https://place.map.kakao.com/13287922,"
서울 노원구 덕릉로 694
(지번) 중계동 152-9
"
설도 중계점,5.0,2,https://place.map.kakao.com/1401934696,"
서울 노원구 덕릉로 665-1 1층
(지번) 중계동 434-49
"
역전할머니맥주 서울상계역점,5.0,7,https://place.map.kakao.com/250122602,"
서울 노원구 한글비석로20길 29
(지번) 중계동 142-39
"
신의주찹쌀순대 중계동점,2.4,21,https://place.map.kakao.com/13096742,"
서울 노원구 동일로203가길 29 1층 144,145호
(지번) 중계동 506
"
3km,3.4,5,https://place.map.kakao.com/1584319026,"
서울 노원구 중계로19길 48
(지번) 중계동 360-15
"
500소갈비살 상계역점,0.0,13,https://place.map.kakao.com/253049752,"
서울 노원구 덕릉로83길 14-7
(지번) 중계동 154-25
"
서원,4.2,0,https://place.map.kakao.com/65946463,"
서울 노원구 덕릉로 692
(지번) 중계동 160
"
우서목김밥,3.2,3,https://place.map.kakao.com/626332689,"
서울 노원구 중계로 202
(지번) 중계동 366-4
"
대머리곱창 중계점,3.8,7,https://place.map.kakao.com/357421900,"
서울 노원구 동일로 1279
(지번) 중계동 503
"
노랑통닭 중계점,3.7,55,https://place.map.kakao.com/1579088698,"
서울 노원구 한글비석로 245 두타빌 B동 1층
(지번) 중계동 360-9
"
라화쿵부 상계역점,4.4,6,https://place.map.kakao.com/718586106,"
서울 노원구 덕릉로83길 17 2층
(지번) 중계동 154-11
"
교촌치킨 중계2호점,1.4,2,https://place.map.kakao.com/19147149,"
서울 노원구 덕릉로 721 정진빌라 1층
(지번) 중계동 137-39
"
예가,4.3,7,https://place.map.kakao.com/16620366,"
서울 노원구 중계로8길 11
(지번) 중계동 43-10
"
토다이 중계점(휴업중),2.1,36,https://place.map.kakao.com/15107601,"
서울 노원구 섬밭로 258 건영백화점 4층
(지번) 중계동 506-1
"
배스킨라빈스 중계브라운스톤점,2.4,2,https://place.map.kakao.com/12255580,"
서울 노원구 동일로203가길 29
(지번) 중계동 506
"
맨시니스,3.7,8,https://place.map.kakao.com/364787817,"
서울 노원구 한글비석로22길 28 예원빌딩 4층
(지번) 중계동 141-33
"
춘천골닭갈비,0.0,7,https://place.map.kakao.com/1957292276,"
서울 노원구 덕릉로83길 15 1층
(지번) 중계동 154-41
"
설빙 중계은행사거리점,3.0,4,https://place.map.kakao.com/26644177,"
서울 노원구 중계로 218 원광빌딩 201호
(지번) 중계동 359-14
"
해신횟집,4.0,4,https://place.map.kakao.com/16679449,"
서울 노원구 덕릉로83길 20-4
(지번) 중계동 154-20
"
키즈앤팡 중계점,4.0,3,https://place.map.kakao.com/416680587,"
서울 노원구 중계로12가길 2 선인빌딩 4층
(지번) 중계동 58-20
"
BHC치킨 상계역점,5.0,0,https://place.map.kakao.com/2070591387,"
서울 노원구 덕릉로87길 13
(지번) 중계동 142-44
"
하남돼지집 중계은행점,1.0,17,https://place.map.kakao.com/25161938,"
서울 노원구 한글비석로 271 1층
(지번) 중계동 359-20
"
교촌치킨 중계1호점,3.2,1,https://place.map.kakao.com/8229796,"
서울 노원구 한글비석로 245
(지번) 중계동 360-9
"
청년다방 상계역점,4.8,9,https://place.map.kakao.com/1287008852,"
서울 노원구 덕릉로83길 26 102호
(지번) 중계동 154-14
"
BHC치킨 중계점,2.3,3,https://place.map.kakao.com/26828958,"
서울 노원구 동일로 1280 상가동 지하층 06호 
(지번) 중계동 512
"
지지고 은행사거리점,5.0,2,https://place.map.kakao.com/1166916322,"
서울 노원구 한글비석로 265 영광프라자 104호
(지번) 중계동 359-10
"
노원상계서서갈비,5.0,2,https://place.map.kakao.com/23786499,"
서울 노원구 한글비석로20길 56
(지번) 중계동 140-2
"
설빙 상계역점,5.0,3,https://place.map.kakao.com/567336801,"
서울 노원구 덕릉로87길 21 2층
(지번) 중계동 141
"
맘스터치 상계역점,2.9,4,https://place.map.kakao.com/558704688,"
서울 노원구 덕릉로83길 26 2층
(지번) 중계동 154-15
"
고피자 중계학원가점,4.0,6,https://place.map.kakao.com/441150220,"
서울 노원구 한글비석로 250 그린코아빌딩 115호
(지번) 중계동 364-20
"
조마루 상계역점,3.0,7,https://place.map.kakao.com/27300727,"
서울 노원구 덕릉로 705
(지번) 중계동 144-1
"
그남자의덮밥 중계점,4.0,62,https://place.map.kakao.com/2061208553,"
서울 노원구 동일로203가길 29 중계브라운스톤 156호
(지번) 중계동 506
"
매일파스타,3.5,13,https://place.map.kakao.com/222388232,"
서울 노원구 동일로203가길 29 브라운스톤상가 2층 226, 227호
(지번) 중계동 506
"
사이공본가 상계점,4.0,6,https://place.map.kakao.com/199879654,"
서울 노원구 덕릉로 699 1층105호
(지번) 중계동 143
"
춘천최부자숯불닭갈비 상계점,0.0,16,https://place.map.kakao.com/1898315427,"
서울 노원구 덕릉로83길 10 1층
(지번) 중계동 154-28
"
삼정종합어시장,3.3,13,https://place.map.kakao.com/1442356939,"
서울 노원구 덕릉로83길 15 1층
(지번) 중계동 154-41
"
이자카야심,3.0,15,https://place.map.kakao.com/1483918776,"
서울 노원구 덕릉로83길 20-10
(지번) 중계동 154-5
"
채선당 중계점,3.0,2,https://place.map.kakao.com/8093485,"
서울 노원구 덕릉로 692 2층
(지번) 중계동 160
"
교촌치킨 중계역점,2.7,1,https://place.map.kakao.com/16820460,"
서울 노원구 동일로 1279
(지번) 중계동 503
"
평창메밀막국수,3.3,3,https://place.map.kakao.com/17360930,"
서울 노원구 한글비석로20길 15-11
(지번) 중계4동 142-18
"
송정낙지,1.0,9,https://place.map.kakao.com/1163481691,"
서울 노원구 덕릉로83길 16
(지번) 중계동 154-23
"
뚜레쥬르 상계점,2.3,0,https://place.map.kakao.com/1603868737,"
서울 노원구 덕릉로 669
(지번) 중계동 434-1
"
보노돈까스,4.9,8,https://place.map.kakao.com/21131937,"
서울 노원구 중계로8길 128
(지번) 중계동 87-15
"
국물명가전주콩나물국밥 상계역점,3.5,4,https://place.map.kakao.com/1315294173,"
서울 노원구 한글비석로 367
(지번) 중계동 157-41
"
포&시드니 중계브라운스톤점,3.6,12,https://place.map.kakao.com/27323374,"
서울 노원구 동일로203가길 29 중계브라운스톤아파트 상가 1층 110호
(지번) 중계동 506
"
인생극장 상계역점,0.0,5,https://place.map.kakao.com/480154023,"
서울 노원구 한글비석로20길 39
(지번) 중계동 141-9
"
동대문엽기떡볶이 중계점,3.8,9,https://place.map.kakao.com/26983981,"
서울 노원구 덕릉로 686 1층
(지번) 중계동 158-4
"
국빈,4.5,3,https://place.map.kakao.com/11558079,"
서울 노원구 중계로16가길 29
(지번) 중계동 93-31
"
푸라닭치킨 상계역점,4.4,0,https://place.map.kakao.com/1865160358,"
서울 노원구 덕릉로83길 20-7 1층
(지번) 중계동 154-19
"
명륜진사갈비 상계역점,2.0,6,https://place.map.kakao.com/1521072166,"
서울 노원구 덕릉로87길 21
(지번) 중계동 141
"
롯데리아 상계점,3.0,2,https://place.map.kakao.com/14600358,"
서울 노원구 한글비석로 369
(지번) 중계동 157-33
"
뚜레쥬르 중계브라운점,2.5,0,https://place.map.kakao.com/7849743,"
서울 노원구 동일로203가길 29 브라운스톤중계 1층 185,186호
(지번) 중계동 506
"
본죽 중계은행사거리점,5.0,2,https://place.map.kakao.com/16617383,"
서울 노원구 한글비석로 245 두타빌A동 110호
(지번) 중계동 360-9
"
땅스부대찌개 중계점,5.0,3,https://place.map.kakao.com/1803019295,"
서울 노원구 중계로 198 상가 1층
(지번) 중계동 366
"
수유리우동집 상계직영점,2.7,0,https://place.map.kakao.com/20636837,"
서울 노원구 덕릉로83길 18
(지번) 중계동 154-22
"
써브웨이 중계은행사거리점,5.0,0,https://place.map.kakao.com/1374085143,"
서울 노원구 한글비석로 269 1층
(지번) 중계동 359-9
"
만선수산,0.0,3,https://place.map.kakao.com/15668564,"
서울 노원구 한글비석로 366
(지번) 중계동 589
"
옛촌냉면,3.3,3,https://place.map.kakao.com/13293729,"
서울 노원구 동일로 1279
(지번) 중계동 502-1
"
사카나,5.0,5,https://place.map.kakao.com/16082172,"
서울 노원구 한글비석로20길 33 1층
(지번) 중계동 142-14
"
옛날통닭,4.0,2,https://place.map.kakao.com/1285397795,"
서울 노원구 동일로203가길 29 브라운스톤 1층
(지번) 중계동 506
"
탐앤탐스 하계점,4.0,1,https://place.map.kakao.com/17083009,"
서울 노원구 섬밭로 258 1층
(지번) 중계동 506-1
"
배스킨라빈스 상계역점,2.1,3,https://place.map.kakao.com/10410434,"
서울 노원구 한글비석로 384 대호프라자상가
(지번) 중계동 591
"
얌샘김밥 중계역점,4.5,4,https://place.map.kakao.com/1796497210,"
서울 노원구 동일로 1279 중계그린아파트 B상가 101호
(지번) 중계동 503
"
파리바게뜨 상계본점,5.0,1,https://place.map.kakao.com/1571223188,"
서울 노원구 한글비석로15길 3 파리바게뜨 상계본점
(지번) 중계동 157-35
"
코코로돈까스,4.0,25,https://place.map.kakao.com/17550298,"
서울 노원구 한글비석로22길 30-1
(지번) 중계4동 141-32
"
빽다방 중계은행사거리점,3.3,0,https://place.map.kakao.com/27095996,"
서울 노원구 한글비석로 235 하나프라자빌딩 105호
(지번) 중계동 360-11
"
용을타는 돼지네포장마차,2.0,3,https://place.map.kakao.com/15858824,"
서울 노원구 중계로18길 17
(지번) 중계동 366-13
"
미스터짱닭치킨 상계역점,4.3,8,https://place.map.kakao.com/19661945,"
서울 노원구 한글비석로20길 17
(지번) 중계동 142-51
"
가츠몽 중계은행사거리점,0.0,2,https://place.map.kakao.com/1666035904,"
서울 노원구 한글비석로 231 위성프라자 104호
(지번) 중계동 360-13
"
도리연닭도리탕,5.0,15,https://place.map.kakao.com/244846284,"
서울 노원구 덕릉로83길 20-5
(지번) 중계동 154-17
"
파파존스 중계점,5.0,14,https://place.map.kakao.com/21413910,"
서울 노원구 한글비석로 264 2층
(지번) 중계동 366-6
"
굽네치킨 중계1동점,5.0,0,https://place.map.kakao.com/1028864335,"
서울 노원구 덕릉로 591 1층 102호
(지번) 중계동 413-8
"
마롱카롱 은행사거리점,2.5,8,https://place.map.kakao.com/852074938,"
서울 노원구 한글비석로 265
(지번) 중계동 359-10
"
메가커피 상계역점,5.0,2,https://place.map.kakao.com/757831707,"
서울 노원구 덕릉로83길 18
(지번) 중계동 154-22
"
곤조참치,4.3,5,https://place.map.kakao.com/620791338,"
서울 노원구 덕릉로 721
(지번) 중계동 137-39
"
피자헛 중계본점,4.5,1,https://place.map.kakao.com/1096945990,"
서울 노원구 한글비석로15길 27
(지번) 중계동 430-37
"
마녀짬뽕,4.3,5,https://place.map.kakao.com/705395901,"
서울 노원구 한글비석로 235 하나프라자 지하1층 101호
(지번) 중계동 360-11
"
옛날통닭1번지 중계점,5.0,2,https://place.map.kakao.com/1298195237,"
서울 노원구 중계로12가길 2 1층 105호
(지번) 중계동 58-18
"
후라이드참잘하는집 중계점,4.7,3,https://place.map.kakao.com/1515500122,"
서울 노원구 노원로 333
(지번) 중계동 514-3
"
미래수산,3.7,3,https://place.map.kakao.com/15319187,"
서울 노원구 동일로 1280
(지번) 중계동 512
"
메가커피 중계브라운스톤점,2.7,2,https://place.map.kakao.com/1443789514,"
서울 노원구 동일로203가길 29 1층 173,174호
(지번) 중계동 506
"
장수한우곱창 상계점,4.1,5,https://place.map.kakao.com/145407990,"
서울 노원구 덕릉로83길 5 한화꿈에그린 더퍼스트 상가 1층 105호
(지번) 중계동 606
"
던킨도너츠 중계브라운스톤점,0.0,1,https://place.map.kakao.com/13042046,"
서울 노원구 동일로203가길 29 B동 지하2층 21호
(지번) 중계동 506
"
BBQ 중계역점,3.5,3,https://place.map.kakao.com/2029008550,"
서울 노원구 동일로207길 23 1층 109호
(지번) 중계동 503
"
싸움의고수 은행사거리점,3.8,2,https://place.map.kakao.com/1659385755,"
서울 노원구 한글비석로 264 중계그랜드프라자 113호
(지번) 중계동 366-6
"
맘스터치 노원중계점,1.0,2,https://place.map.kakao.com/652160053,"
서울 노원구 한글비석로 233 1층
(지번) 중계동 360-12
"
BBQ 중계은행점,1.2,4,https://place.map.kakao.com/18902985,"
서울 노원구 한글비석로 272 중원코아빌딩 1층 105호
(지번) 중계동 366-10
"
파리바게뜨 중계두타빌점,0.0,2,https://place.map.kakao.com/8567480,"
서울 노원구 한글비석로 245
(지번) 중계동 360-9
"
투썸커피 하계CGV스윗바점,0.0,0,https://place.map.kakao.com/23078460,"
서울 노원구 섬밭로 258
(지번) 중계동 506-1
"
등촌샤브칼국수 중계점,5.0,7,https://place.map.kakao.com/1256863259,"
서울 노원구 한글비석로 270 스카이타워 104호
(지번) 중계동 366-9
"
신바우네족발보쌈 상계점,5.0,4,https://place.map.kakao.com/16080487,"
서울 노원구 덕릉로83길 14-3
(지번) 중계동 154-24
"
메밀사랑묵사랑,2.8,9,https://place.map.kakao.com/19517791,"
서울 노원구 중계로 230
(지번) 중계동 359-7
"
카페109,0.0,1,https://place.map.kakao.com/1229879684,"
서울 노원구 덕릉로83길 6 1층
(지번) 중계동 142-3
"
60계 서울중계점,5.0,3,https://place.map.kakao.com/1963902119,"
서울 노원구 중계로 164
(지번) 중계동 84-44
"
남원골추어탕,5.0,0,https://place.map.kakao.com/8881535,"
서울 노원구 덕릉로83길 9-16
(지번) 중계동 154-39
"
